Nest | ---,(o) <DM> (e) | mag,<Dist> | Mpc,Abell | ---,GName | ---,Npv | ---,PGC1 | ---,GLON GLAT | deg deg,SGLON | deg,SGLAT | deg,logLKs | [Lsun],CF | ---,sigP | km/s,R2t | Mpc,<HV> | km/s,<Vgsr> | km/s,<Vls> | km/s,<Vcmb> | km/s,<Vcmba> | km/s,sigma | km/s,Mvir | TMsun,Mlum | TMsun,LDC | ---,HDC | ---,2M++ | ---,MK2011 | ---,Icnt | ---
100059,9 35.34 0.17,117.1,,,15,28782,251.24 30.98,120.1252,-46.2727,12.73,2.5,586,1.592,9460,9257,9206,9809,10061,180,70.533,402.667,676,551,1756,0,0
100043,9 34.94 0.15,97.1,A3581,,18,50729,323.37 32.81,147.6749,8.4494,12.47,1.57,467,1.269,6592,6477,6411,6848,6971,505,298.667,204,993,837,1553,0,2581
200123,9 34.52 0.17,80,,P522-1,10,69825,81.82 -41.28,300.4289,32.9132,12.27,1.71,392,1.065,7439,7622,7677,7071,7202,473,237.333,120.667,1475,1207,3993,0,2892
100017,9 34.38 0.10,75.2,A0569,,29,20136,166.73 23.29,28.9315,-23.8358,12.67,1.4,561,1.523,5887,5933,5974,5967,6061,512,298.667,352,480,424,1346,0,2281
200060,9 34.34 0.13,73.7,A3742,Indus,15,65807,351.61 -41.76,228.9591,20.1085,12.23,1.29,379,1.028,4978,4954,4930,4802,4863,241,51.867,108.533,1378,0,4188,0,0
100064,9 34.15 0.13,67.7,A3537,,17,44852,305.36 30.66,147.9657,-6.9968,12.42,1.28,449,1.22,4930,4763,4690,5231,5303,244,89.467,181.333,898,739,1411,0,2554
200070,9 34.11 0.10,66.4,,,14,3455,124.58 -32.11,326.399,7.3483,12.25,1.22,385,1.047,5065,5231,5303,4759,4819,327,153.333,114.4,79,45,4354,0,2044
200022,9 33.80 0.12,57.5,AS840,,28,64041,342.33 -32.15,216.5168,17.2429,12.5,1.28,480,1.304,4840,4781,4742,4736,4795,475,381.333,221.333,1321,1082,4455,0,0
100060,9 33.04 0.15,40.5,AS714,,15,43557,302.84 36.35,141.9042,-7.7939,12.05,1.1,322,0.875,3274,3113,3044,3593,3628,155,24.267,66.667,887,728,1277,5066912,2502
200054,9 31.17 0.09,17.1,,Dorado,16,14765,265.45 -43.45,234.1941,-40.0754,11.89,1,281,0.763,1239,1052,1017,1228,1232,223,36.267,44.133,391,295,0,5066712,933
100654,8 36.99 0.14,250.3,A2022,,4,53859,43.39 60.62,92.4028,35.6161,13.54,20.89,1164,3.16,17298,17393,17389,17448,18251,195,0,3146.667,0,0,0,0,2611
100054,8 36.90 0.11,240.4,A2256,,15,84830,110.97 32.15,32.7351,25.6386,14.14,20.41,1842,5.003,17426,17625,17680,17387,18184,1438,11813.333,12493.335,0,0,0,0,2681
200556,8 36.75 0.18,223.5,,,4,63909,345.79 -31.34,216.7871,20.2905,13.12,9.19,831,2.256,14795,14748,14711,14682,15249,685,0,1145.333,0,0,3466,0,0
100372,8 36.67 0.14,215.8,A0671,,5,23771,192.65 33.19,52.436,-38.5652,13.25,8.55,931,2.529,14705,14654,14664,14922,15508,987,1480,1613.333,0,0,2529,0,2322
101427,8 36.51 0.18,200.3,A1991,,2,53279,22.75 60.47,104.1331,32.7653,13.28,20.71,951,2.584,17242,17302,17284,17425,18226,773,0,1720,0,0,2950,0,2577
202134,8 36.39 0.17,189.6,,,3,766535,232.50 -21.98,252.9538,-73.5748,12.45,3.55,460,1.249,11918,11724,11702,12009,12388,287,0,194.667,0,0,4027,0,0
200306,8 36.29 0.17,181,A0147,,6,4060,131.78 -60.37,299.5185,-2.7435,12.86,4.62,660,1.793,13011,13094,13143,12688,13111,446,318.667,574.667,0,0,0,0,2054
200095,8 35.96 0.18,155.8,,,12,67496,338.82 -47.38,230.2895,9.5006,12.84,3.52,649,1.761,11339,11279,11250,11179,11507,284,127.467,545.333,0,0,3382,0,0
200234,8 35.96 0.18,155.7,,,7,18730,280.19 -28.26,210.4169,-35.5389,12.73,3.14,589,1.599,10988,10768,10713,11066,11387,338,200,408,0,0,3864,0,0
200216,8 35.92 0.18,153.1,,,7,17270,235.26 -31.07,254.3618,-64.1696,12.66,3.15,553,1.503,11328,11143,11122,11371,11710,742,372,338.667,0,0,3737,0,0
100568,8 35.92 0.17,153,,,8,49101,322.15 40.67,139.7076,7.735,12.65,2.89,551,1.497,10311,10206,10143,10591,10885,334,213.333,334.667,0,0,2202,0,0
200293,8 35.85 0.17,148.1,,,6,17881,238.37 -26.81,244.1645,-66.9948,12.61,2.97,530,1.439,11009,10810,10784,11083,11405,608,648,297.333,0,0,0,0,0
100145,8 35.81 0.18,145.5,A2247,,9,58389,114.52 31.24,31.2883,22.7709,12.84,3.51,651,1.769,11607,11802,11859,11569,11920,295,81.467,552,0,0,0,0,2643
200310,8 35.67 0.13,136.2,,,6,16966,225.51 -31.23,273.7798,-65.0368,12.37,2.41,429,1.164,9937,9774,9764,9959,10219,399,276,157.333,371,0,3906,0,0
100083,8 35.58 0.18,130.6,,,12,1109100,17.39 23.99,145.2273,56.2361,12.67,2.46,559,1.517,9699,9780,9759,9722,9970,462,229.333,348,1166,966,1592,0,0
200078,8 35.49 0.18,125.2,,,13,70855,76.15 -55.95,287.0823,23.359,12.35,1.69,421,1.144,7341,7472,7516,6974,7102,430,238.667,149.333,0,0,3704,0,0
200188,8 35.42 0.18,121.3,,,8,14758,207.26 -40.62,294.6618,-51.2686,12.35,2.07,421,1.144,9081,8982,8994,9003,9216,283,53.2,149.333,294,274,3760,0,0
100105,8 35.25 0.17,112.4,,,11,33535,265.06 44.96,119.5188,-28.6061,12.58,1.95,516,1.401,7928,7756,7700,8298,8479,241,71.2,274.667,760,623,2040,0,0
100026,8 35.17 0.18,108,,,23,46639,313.39 45.48,134.4143,1.7237,12.65,1.66,550,1.493,6930,6813,6750,7240,7378,345,168,332,923,772,1800,0,0
200069,8 35.06 0.16,102.6,A2806,,14,2651,306.01 -61.09,241.1282,-11.0136,12.56,1.95,507,1.376,8242,8140,8117,8088,8260,335,205.333,260,40,28,3557,0,2032
120017,8 34.75 0.16,89,A0569,,17,20254,168.53 22.83,29.0513,-25.5466,12.29,1.39,399,1.083,5822,5861,5900,5907,5999,274,89.2,126.8,480,423,1191,0,2281
200023,8 33.97 0.15,62.2,,,30,15406,200.39 -33.00,309.6639,-53.4057,12.34,1.14,417,1.133,4508,4422,4441,4449,4502,401,226.667,145.333,328,292,4289,0,0
200164,8 32.68 0.11,34.4,,,9,5222,136.42 -52.52,307.6117,-4.4334,11.64,1.01,225,0.612,2465,2560,2616,2154,2166,171,10.093,22.8,90,75,4481,5066675,908
100019,8 32.32 0.12,29.1,,,28,46115,310.99 46.20,133.4624,0.1704,12.06,1.05,325,0.883,2614,2493,2431,2931,2954,244,0,68.667,852,763,1293,5066936,69
100208,8 32.11 0.12,26.4,,,8,38411,291.73 31.82,143.6143,-17.9024,11.64,1.02,224,0.609,2049,1858,1786,2381,2396,183,22.8,22.533,852,687,1124,5066859,420
100023,8 31.81 0.10,23.1,,,16,34426,232.39 66.58,92.0847,-17.0105,11.6,1,218,0.592,1143,1068,1042,1480,1486,256,78.267,20.667,852,628,1171,5066816,358
102742,8 27.80 0.06,3.6,,,2,39422,157.08 77.59,78.3219,2.0348,10.18,1.01,63,0.169,268,293,291,522,523,38,0,0.489,852,699,0,5066871,212
100168,7 36.58 0.19,206.9,,A2162-N,8,57455,49.65 46.30,87.553,49.978,13.4,8.52,1047,2.844,14853,14996,15003,14913,15498,646,1466.667,2293.333,0,0,0,0,0
201548,7 36.47 0.19,197.2,,,2,4717,138.29 -63.10,297.0698,-6.0509,12.56,5.66,507,1.376,13795,13861,13907,13483,13961,348,0,260,0,0,0,0,0
200866,7 36.46 0.19,195.6,,,3,2800918,46.82 -41.93,269.4612,41.7509,12.82,11.14,637,1.731,15546,15683,15710,15215,15824,529,0,517.333,0,0,3193,0,0
101032,7 36.41 0.19,191.8,,,3,1062642,229.09 20.36,93.5735,-63.2629,12.77,4.26,609,1.655,12142,11959,11930,12427,12833,180,0,452,0,0,1746,0,0
200210,7 36.35 0.19,186,,,7,221284,309.36 -29.43,208.8446,-10.0613,13.55,12.24,1172,3.181,15761,15594,15537,15776,16432,1492,9560,3213.333,0,0,3535,0,0
100224,7 36.32 0.19,183.3,,,7,45343,306.25 25.13,153.5813,-7.2874,13.4,9.32,1047,2.844,14905,14731,14656,15189,15796,966,2333.333,2293.333,0,0,2171,0,0
200106,7 36.27 0.19,179.4,,,11,7748,158.59 -59.36,299.6508,-16.1448,13.02,4.2,761,2.065,12681,12716,12759,12409,12813,475,358.667,878.667,0,0,3185,0,0
200176,7 36.27 0.19,179.2,,,8,5987,164.11 -73.01,285.5844,-13.6507,12.81,3.72,632,1.716,12070,12080,12111,11793,12158,457,266.667,504,0,0,3151,0,0
202037,7 36.20 0.19,174.1,A0376,,2,10473,147.13 -20.50,340.3048,-11.328,12.74,6.88,594,1.613,14642,14758,14826,14440,14988,122,0,418.667,0,0,0,0,2083
101764,7 36.16 0.19,170.6,,,2,49940,328.97 47.61,132.5647,12.4787,12.35,3.4,421,1.144,11140,11064,11009,11415,11757,211,0,149.333,0,0,2521,0,0
200087,7 36.16 0.16,171,,,12,75184,262.29 -42.59,235.1906,-42.4192,13.08,4.36,802,2.179,12628,12439,12405,12623,13041,411,389.333,1030.667,0,0,0,0,0
200101,7 36.11 0.19,166.8,,,11,14655,263.27 -44.89,236.9472,-40.4011,13.02,3.85,761,2.065,12090,11907,11875,12070,12452,865,2240,878.667,0,0,3291,0,0
200939,7 36.04 0.19,161.6,,,3,274868,324.02 -21.51,202.155,3.822,12.49,4.36,476,1.293,12192,12060,12002,12206,12597,302,0,216,0,0,4040,0,0
200575,7 35.99 0.19,157.9,,,4,16336,220.31 -34.26,282.231,-61.312,12.39,2.59,436,1.184,10354,10209,10205,10345,10626,400,0,165.333,0,0,3746,0,0
200294,7 35.92 0.19,152.5,,,6,455764,262.96 -15.68,198.0312,-53.8981,12.69,3.84,568,1.544,12047,11804,11749,12210,12601,573,300,366.667,0,0,0,0,0
100125,7 35.82 0.16,145.7,,,17,33207,240.37 58.57,97.395,-24.2716,12.99,2.97,744,2.02,10389,10279,10245,10743,11046,511,756,821.333,0,0,2632,0,0
100294,7 35.79 0.18,143.7,A2107,,6,55733,34.32 51.54,101.1615,43.5055,12.88,4.48,673,1.827,12526,12625,12617,12643,13063,424,185.333,608,0,0,2765,0,2617
200122,7 35.72 0.19,139.2,,J07,24,9215,142.83 -21.78,338.774,-7.3952,13.07,2.82,795,2.159,10876,11006,11076,10654,10952,566,1230.667,1002.667,0,0,0,0,2082
100016,7 35.65 0.18,135,A0576,,35,20778,161.45 26.14,30.2577,-18.3958,13.39,3.58,1037,2.816,11583,11649,11692,11656,12013,1134,4693.333,2226.667,0,0,0,0,2282
100416,7 35.63 0.18,133.4,A0999,,5,30432,228.13 52.74,90.5387,-30.9379,12.36,2.57,426,1.157,9627,9515,9488,9968,10229,294,112.267,154.667,713,0,2381,0,2413
100041,7 35.52 0.13,126.8,,J20,17,57728,56.41 45.73,80.2172,49.8192,12.8,2.26,627,1.704,9161,9317,9330,9207,9429,589,616,493.333,0,0,2156,0,2645
100406,7 35.51 0.18,126.5,,A2162-S,5,57482,48.31 46.02,88.9796,50.2947,12.46,2.54,462,1.256,9824,9964,9970,9884,10140,324,185.333,197.333,0,0,2145,0,2658
200201,7 35.22 0.18,110.9,,,12,10228,193.83 -61.32,287.7631,-29.6154,12.34,1.7,417,1.133,7701,7661,7684,7498,7646,351,210.667,145.333,204,177,3675,0,0
103110,7 35.12 0.19,105.7,,J18,2,57006,39.86 46.52,97.926,49.2872,12.22,2.44,374,1.015,9583,9705,9703,9662,9907,6,0,104.267,0,0,2136,0,2655
200093,7 35.10 0.18,104.5,,,12,66009,350.12 -41.37,228.0321,19.3115,12.4,1.74,440,1.196,7251,7222,7196,7081,7213,310,144,170.667,1376,1129,3945,0,0
100206,7 35.00 0.19,100.2,,,8,47225,314.24 41.13,138.8032,1.8057,12.15,1.71,352,0.957,7140,7015,6950,7442,7587,189,32.8,87.333,934,781,1795,0,0
100391,7 35.00 0.18,100.1,,,7,47023,313.85 42.53,137.3842,1.6825,12.18,1.78,362,0.984,7385,7262,7198,7690,7845,336,127.333,94.933,934,0,0,0,0
200116,7 34.89 0.19,94.9,,J28,11,11742,183.87 -50.00,301.9324,-33.2129,12.59,1.99,520,1.413,8815,8791,8824,8630,8825,246,69.867,281.333,238,210,3677,0,2141
100120,7 34.78 0.18,90.6,,,10,47055,316.42 49.76,130.37,4.207,12.28,1.58,395,1.072,6562,6461,6403,6871,6995,341,130.267,122.933,933,779,1914,0,0
100324,7 34.24 0.19,70.5,,,6,32479,262.53 40.66,121.3914,-33.0022,11.93,1.26,290,0.788,4682,4497,4441,5050,5117,256,47.6,48.8,740,605,1550,0,0
200157,7 34.05 0.17,64.6,,,11,64317,355.84 -32.97,222.3363,27.3122,12.07,1.4,329,0.893,5616,5606,5579,5459,5538,248,71.333,71.067,1325,1091,4310,0,0
100027,7 33.39 0.13,47.6,,,23,48040,313.11 28.21,151.5055,-0.7458,12.42,1.15,446,1.212,3887,3736,3664,4161,4207,237,56.533,177.333,956,798,1280,0,2552
100090,7 32.75 0.12,35.5,,,12,33871,281.46 21.25,150.8931,-30.2266,12.11,1.06,340,0.924,2847,2623,2550,3167,3194,288,38.8,78.667,767,0,1099,5066814,514
130002,7 32.67 0.11,34.1,,Mcloud,9,38890,267.69 73.61,100.582,-6.211,11.51,1.03,201,0.545,2179,2115,2082,2514,2531,205,50,16.133,852,716,1,5066872,177
100274,7 32.44 0.12,30.8,,,7,28376,264.67 16.27,148.0714,-46.7335,11.79,1.06,257,0.697,2837,2598,2534,3151,3178,137,12.667,33.733,712,553,1120,5066775,495
100342,7 31.99 0.12,25,,,6,46490,310.70 35.20,144.2959,-1.7735,11.97,1.02,300,0.816,2086,1941,1872,2385,2400,192,18.133,54.133,852,767,1142,5066941,51
100273,7 31.95 0.11,24.5,,,11,30083,214.46 55.05,81.6879,-27.6929,11.55,1,209,0.567,1279,1198,1182,1597,1604,131,11.293,18.133,852,574,0,5066785,368
100129,7 31.88 0.11,23.8,,,10,37061,287.09 32.27,141.6566,-21.4071,11.89,1.01,281,0.763,1815,1619,1549,2156,2168,175,35.6,44.133,852,687,1138,5066847,417
120008,7 29.28 0.06,7.2,,,7,39600,138.78 69.65,69.5609,5.4349,11.56,1,210,0.571,514,575,586,724,725,47,0,18.533,852,699,0,5066875,209
200953,6 37.49 0.20,315,,,3,2824651,257.26 -26.88,219.3357,-54.9253,13.01,9.7,754,2.048,15435,15211,15167,15528,16163,285,0,856,0,0,3528,0,0
200936,6 36.96 0.20,246.8,,,3,67298,344.75 -47.38,231.8622,13.207,13.05,14.29,781,2.121,16179,16136,16111,16002,16677,310,0,952,0,0,3172,0,0
100378,6 36.79 0.20,227.7,,,5,537966,306.74 18.42,160.33,-7.9987,13.36,11.3,1016,2.759,15497,15315,15239,15757,16411,601,516,2093.333,0,0,0,0,0
202285,6 36.76 0.20,225.3,,,2,1041007,173.49 -59.06,296.8919,-23.3057,12.71,11.07,578,1.571,16028,16031,16067,15789,16446,82,0,386.667,0,0,3086,0,0
200393,6 36.69 0.20,217.6,,,5,165945,329.44 -9.81,191.278,10.7159,12.93,7.88,702,1.907,14268,14150,14088,14322,14862,657,866.667,692,0,0,0,0,0
204224,6 36.66 0.20,214.9,,,1,435025,263.93 -18.10,201.6476,-52.4728,12.31,6.28,407,1.105,13964,13723,13669,14113,14635,0,0,134.667,0,0,4009,0,0
202354,6 36.60 0.20,209.4,,,2,14846,239.83 -45.62,256.6416,-49.2411,12.68,8.63,563,1.531,15181,15020,15004,15141,15744,71,0,357.333,0,0,3205,0,0
200828,6 36.48 0.20,198,,,3,869645,219.22 -29.98,286.9846,-65.1254,13,8.48,747,2.029,15258,15109,15106,15271,15885,1115,0,833.333,0,0,0,0,0
201019,6 36.41 0.20,191.7,,,3,269600,320.32 -17.53,197.7453,0.8934,12.54,5.19,498,1.352,12886,12739,12676,12934,13373,208,0,246.667,0,0,4144,0,0
100530,6 36.40 0.20,190.5,,,4,54253,341.73 30.43,149.4186,24.1523,13.03,7.54,769,2.087,14341,14286,14230,14527,15082,738,0,906.667,0,0,0,0,0
101416,6 36.37 0.20,188.1,,J21,2,58484,77.71 42.33,58.0625,45.0922,12.77,5.98,612,1.663,13734,13922,13953,13739,14235,931,0,458.667,0,0,0,0,2646
100549,6 36.25 0.20,177.7,,,4,656450,322.29 24.63,155.8752,7.0868,12.4,3.38,442,1.199,11154,11025,10956,11388,11728,443,0,172,0,0,1764,0,0
200790,6 36.20 0.20,173.5,,,4,824430,20.90 -26.11,232.7354,48.6332,12.45,4.47,460,1.249,12267,12353,12350,12045,12426,83,0,194.667,0,0,3836,0,0
200580,6 36.17 0.20,171.7,,,4,3691155,223.52 -33.80,276.9087,-62.2938,12.43,3.7,452,1.227,12151,11997,11990,12153,12541,367,0,184,0,0,3629,0,0
200552,6 36.03 0.20,160.7,A0193,,4,5245,136.98 -53.57,306.59,-4.8523,13.02,6.78,761,2.065,14464,14555,14610,14152,14679,754,0,878.667,0,0,0,0,2056
100418,6 36.01 0.20,159.5,,,5,159659,328.27 44.84,135.4312,12.1747,12.37,3.27,430,1.168,10959,10878,10820,11231,11562,291,91.2,158.667,0,0,2383,0,0
200130,6 35.99 0.20,157.4,,,10,68764,310.04 -34.82,214.3276,-9.6155,12.8,3.68,626,1.701,11575,11419,11367,11558,11909,360,132.8,490.667,0,0,3626,0,0
100368,6 35.98 0.20,157,,,6,170075,248.30 41.89,109.7602,-38.1448,12.7,4.05,574,1.559,11848,11676,11630,12210,12601,75,6.947,377.333,0,0,2501,0,0
200867,6 35.97 0.18,156.1,A0160,,3,4370,130.60 -47.05,312.588,-0.0397,12.65,5.39,548,1.489,13652,13772,13834,13334,13801,522,0,329.333,0,0,0,0,2051
100352,6 35.89 0.20,150.4,,,6,906969,325.83 44.14,136.2114,10.4649,12.48,3.08,470,1.277,10658,10569,10510,10935,11249,161,42.4,208,0,0,2377,0,0
200245,6 35.81 0.16,145.2,A3193,,7,14187,262.27 -46.93,239.5493,-39.575,12.53,2.67,493,1.34,10282,10106,10076,10249,10524,300,114.133,240,0,0,3449,0,2151
200125,6 35.80 0.20,144.7,,,13,19386,246.41 -18.39,214.7661,-67.8627,12.7,2.36,573,1.556,9689,9464,9426,9825,10078,476,502.667,376,0,0,4266,0,0
200242,6 35.80 0.20,144.5,,,7,18482,275.41 -28.96,212.6487,-39.41,12.59,3.18,520,1.413,11083,10862,10809,11161,11488,320,228,281.333,0,0,3863,0,0
200875,6 35.69 0.20,137.6,,,3,844262,22.17 -25.32,233.2332,49.9849,12.04,2.81,320,0.869,10071,10163,10161,9848,10102,479,0,65.6,0,0,3986,0,0
200029,6 35.69 0.20,137.3,,,23,5061116,248.25 -10.97,194.148,-68.8484,12.91,2.3,690,1.875,9507,9273,9229,9688,9934,646,736,657.333,489,429,4529,0,0
200050,6 35.59 0.20,131.4,A3390,,16,96024,245.05 -21.15,222.6479,-67.3536,12.71,2.38,578,1.571,9747,9528,9492,9865,10120,591,458.667,386.667,443,395,4141,0,0
201119,6 35.44 0.17,122.7,A4038,,3,72471,24.50 -75.98,264.5664,6.6021,12.05,2.71,323,0.877,10235,10255,10269,9936,10195,148,0,67.333,1530,0,3223,0,2941
200048,6 35.34 0.16,117,,,17,1479736,171.97 -30.69,327.3574,-32.7884,12.64,2.02,544,1.477,9000,9017,9064,8851,9056,436,253.333,321.333,261,0,0,0,0
200232,6 35.29 0.20,114.5,,,7,64961,356.52 -36.20,225.7822,26.1917,12.37,2.34,429,1.164,9070,9062,9038,8898,9106,348,78.533,157.333,1347,1106,3951,0,0
200403,6 35.22 0.19,110.9,,J34/35,5,16128,216.37 -34.55,288.3272,-60.0064,12.42,2.17,448,1.217,9358,9224,9225,9337,9566,511,464,180,344,0,3917,0,0
200111,6 35.18 0.20,108.7,,,11,66116,355.76 -42.13,230.9854,22.5737,12.55,2.27,502,1.364,8933,8923,8902,8743,8943,343,152,253.333,1381,1133,3786,0,0
100461,6 35.17 0.21,108.3,,,5,52578,326.52 21.12,159.6395,10.7828,12.16,1.75,356,0.967,7365,7247,7179,7572,7722,169,30.267,90.267,1037,875,1413,0,0
200248,6 35.15 0.13,107,,,7,68534,75.46 -34.50,301.1122,41.3218,12.39,1.8,436,1.184,7728,7927,7980,7370,7513,274,65.6,165.333,1442,1178,0,0,0
200265,6 35.10 0.20,104.6,,,7,67833,57.22 -42.36,279.5756,40.5036,12.19,1.91,366,0.993,8047,8202,8239,7698,7853,190,22.267,97.6,1432,1166,3840,0,0
200020,6 35.02 0.20,101.2,,J09,18,10812,143.24 -11.10,349.5429,-6.9442,12.75,1.91,599,1.627,8574,8711,8782,8396,8581,621,462.667,429.333,209,182,4514,0,2084
100144,6 34.86 0.20,93.8,,,9,28900,242.15 39.17,105.5549,-42.497,12.03,1.51,318,0.864,6190,6019,5977,6542,6655,300,72,64.4,681,554,1654,0,0
100076,6 34.77 0.20,89.9,,,13,47408,315.01 41.13,138.8733,2.3795,12.15,1.37,352,0.957,5522,5399,5334,5822,5911,193,29.467,87.333,942,788,1667,0,0
100185,6 34.73 0.20,88.4,,,8,47998,320.98 52.85,127.4151,7.2118,12.27,1.61,394,1.069,6710,6625,6571,7012,7141,304,85.333,122.133,953,797,1923,0,0
100111,6 34.65 0.16,85.2,,,11,43200,219.72 89.13,89.8843,5.4535,12.32,1.68,410,1.112,7024,7029,7014,7304,7444,459,233.333,137.333,890,725,1952,0,2493
200081,6 34.59 0.19,82.8,,,13,4423,257.65 -83.28,266.5442,-12.1113,12.16,1.34,356,0.967,5698,5662,5670,5452,5530,285,79.6,90.133,84,64,3785,0,0
200352,6 34.45 0.20,77.5,,,11,62241,317.34 -25.21,205.079,-2.7192,12.02,1.37,315,0.855,5503,5353,5294,5519,5599,173,23.867,62.267,1239,1023,4426,0,0
200481,6 34.41 0.16,76.1,,,10,3467,128.45 -67.55,292.1957,-2.4592,11.97,1.27,301,0.817,5378,5443,5486,5054,5122,247,35.867,54.533,61,44,3815,0,0
200373,6 34.30 0.15,72.5,,,6,679,112.80 -28.89,326.8462,17.9743,11.79,1.21,257,0.697,4886,5082,5155,4563,4618,123,9.493,33.867,9,6,4367,0,0
200197,6 34.17 0.16,68.2,,,10,6673,144.19 -47.52,312.8019,-9.2587,11.98,1.22,304,0.825,5106,5194,5251,4818,4880,329,94.133,56,114,97,4085,0,0
200115,6 34.06 0.15,64.8,,,11,71541,103.36 -27.30,325.2809,26.3249,11.84,1.23,269,0.729,5011,5223,5294,4677,4735,252,36.667,38.667,1512,1238,4368,0,0
200041,6 33.92 0.15,60.8,,,21,10302,148.87 -24.79,335.968,-13.0662,12.26,1.19,389,1.056,4940,5047,5113,4729,4788,474,237.333,117.467,183,168,0,0,0
200518,6 33.63 0.17,53.2,,,5,8372,140.09 -22.63,337.7289,-4.9305,11.64,1.14,225,0.612,4507,4645,4716,4272,4321,128,7.707,22.8,152,128,4498,0,2044
200084,6 33.55 0.17,51.2,,,13,13814,191.77 -42.54,305.2979,-42.0593,12.08,1.1,332,0.901,4037,3987,4014,3905,3946,193,41.6,72.933,263,246,4315,0,0
100075,6 32.65 0.15,34,,,13,28960,265.11 18.82,145.1826,-45.1119,12,1.05,310,0.841,2582,2347,2283,2905,2928,203,42.933,59.467,712,553,1121,5066775,495
100202,6 32.19 0.11,27.4,,,8,49044,110.00 55.46,57.4867,20.4765,11.63,1.01,222,0.604,1958,2095,2125,2060,2071,213,29.6,22,990,811,1199,5066958,742
100503,6 32.11 0.14,26.5,,,9,52665,353.44 52.62,123.1798,26.2783,11.75,1.01,249,0.676,1746,1741,1702,1968,1978,106,12.88,30.8,852,873,0,5066986,670
200139,6 31.88 0.12,23.8,,,10,12838,211.02 -54.42,282.3733,-40.1281,11.51,1,201,0.545,1602,1515,1527,1463,1469,163,1.048,16.133,391,237,0,5066700,849
200257,6 31.53 0.13,20.3,,,7,10266,171.25 -52.63,303.8084,-25.075,11.6,1,217,0.589,1326,1337,1378,1099,1102,217,39.733,20.4,181,145,4604,5066688,891
200208,6 31.33 0.14,18.4,,,8,9843,181.71 -58.34,294.9878,-27.2763,11.4,1,182,0.495,1467,1451,1483,1249,1253,78,3.547,12.053,188,163,4605,5066690,0
100704,6 31.14 0.11,16.9,,,4,45749,100.23 79.35,81.3156,12.6573,11.35,1,174,0.472,945,998,996,1173,1177,140,0,10.507,852,761,0,5066933,797
110292,6 31.10 0.17,16.6,,,1,48130,335.93 68.75,110.6092,12.5478,10.98,1,126,0.341,1151,1124,1088,1437,1442,0,0,3.987,852,0,0,5066954,694
100613,6 31.05 0.12,16.2,,,6,43671,301.49 61.64,117.2053,-1.8517,11.76,1.01,249,0.677,1471,1379,1330,1808,1817,239,60.8,30.933,852,716,0,5066917,10
170002,6 30.97 0.09,15.7,,,4,41789,292.42 65.07,112.5419,-4.4094,11.68,1.01,234,0.635,1743,1653,1608,2085,2097,48,0,25.467,852,716,1,5066894,4
160002,6 30.84 0.14,14.7,,,11,42734,298.35 65.93,112.691,-1.8079,11.38,1,180,0.488,810,729,684,1146,1150,118,9.507,11.573,852,716,1,5066902,2
201054,6 29.91 0.09,9.6,,,3,62836,331.85 -25.42,207.3112,10.2079,11.34,1,173,0.469,996,894,843,962,964,181,0,10.28,1257,1036,0,5067017,347
101379,6 29.30 0.07,7.3,,,3,50063,101.99 59.70,63.5294,22.6706,10.56,1.01,86,0.235,265,394,417,386,386,16,0,1.289,852,673,0,5066966,216
400002,5 37.33 0.22,292.7,,,5,95549,41.91 47.25,95.6276,48.803,0,0,0,0,26451,26576,26576,26530,28349,0,0,0,0,0,0,0,2654
201396,5 37.05 0.22,256.8,,,2,64173,344.13 -32.80,217.7047,18.4504,12.97,17.48,728,1.976,16636,16584,16547,16522,17242,1251,0,769.333,0,0,3373,0,0
200285,5 37.02 0.19,253.2,A3667,,8,64210,340.93 -33.31,217.2618,15.7561,13.64,18.3,1256,3.412,16769,16705,16666,16664,17396,1548,7506.667,3960,0,0,3372,0,2832
200994,5 36.94 0.22,243.9,,P777-3,3,146919,219.77 -31.61,284.7471,-63.7322,13.04,12.91,774,2.103,16492,16345,16341,16498,17215,230,0,926.667,0,0,3354,0,2224
203889,5 36.85 0.22,234.9,,,1,18673,266.74 -27.44,214.4037,-47.4291,12.52,11.32,489,1.328,15658,15432,15382,15749,16398,0,0,233.333,0,0,3529,0,0
203411,5 36.82 0.22,231.4,,,1,3519,132.47 -79.20,280.8033,-5.2913,12.92,12.39,696,1.891,16205,16231,16260,15902,16564,0,0,674.667,0,0,0,0,0
201684,5 36.81 0.22,230.4,,,2,239102,293.21 -37.56,218.2556,-22.9288,12.73,10.79,589,1.599,15523,15339,15289,15525,16160,238,0,408,0,0,3283,0,0
100552,5 36.76 0.22,225.1,,,4,50523,317.97 17.83,162.3368,2.4977,13.32,12.32,982,2.668,15783,15633,15560,16006,16681,423,0,1893.333,0,0,1734,0,0
104459,5 36.76 0.22,224.9,,,1,182492,264.52 47.78,117.0451,-26.797,12.38,7.87,431,1.171,14293,14130,14077,14664,15227,0,0,160,0,0,2780,0,0
200697,5 36.76 0.22,224.7,,,4,75,331.23 -70.66,251.2392,-1.4353,12.59,3.7,520,1.413,11753,11709,11702,11523,11872,166,0,281.333,0,0,3173,0,0
201399,5 36.75 0.14,223.8,A0085,,2,2501,115.46 -72.20,286.4821,0.49,13.18,11.04,877,2.381,15852,15912,15950,15523,16158,1133,0,1346.667,0,0,3003,0,2023
